PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Child,Young,Young_m,Young_f,Cabin_known,Age_known,Family,Alone,LargeFamily,Deck,Bad_ticket,Fare_cat
221,1,3,1,16.0,0,0,8.05,2,0,0,0,0,0,1,0,1,0,8,0,0
222,0,2,1,27.0,0,0,13.0,2,0,1,1,0,0,1,0,1,0,8,0,1
223,0,3,1,51.0,0,0,8.05,2,0,0,0,0,0,1,0,1,0,8,0,0
224,0,3,1,,0,0,7.8958,2,0,0,0,0,0,0,0,1,0,8,1,0
225,1,1,1,38.0,1,0,90.0,2,0,1,1,0,1,1,1,0,0,2,0,1
226,0,3,1,22.0,0,0,9.35,2,0,1,1,0,0,1,0,1,0,8,0,1
227,1,2,1,19.0,0,0,10.5,2,0,1,1,0,0,1,0,1,0,8,0,1
228,0,3,1,20.5,0,0,7.25,2,0,1,1,0,0,1,0,1,0,8,1,0
229,0,2,1,18.0,0,0,13.0,2,0,1,1,0,0,1,0,1,0,8,0,1
230,0,3,0,16.1231884057971,3,1,25.4667,2,1,0,0,0,0,0,4,0,1,8,1,1
231,1,1,0,35.0,1,0,83.475,2,0,1,0,1,1,1,1,0,0,2,1,1
232,0,3,1,29.0,0,0,7.775,2,0,1,1,0,0,1,0,1,0,8,1,0
233,0,2,1,59.0,0,0,13.5,2,0,0,0,0,0,1,0,1,0,8,0,1
234,1,3,0,5.0,4,2,31.3875,2,1,0,0,0,0,1,6,0,1,8,1,1
235,0,2,1,24.0,0,0,10.5,2,0,1,1,0,0,1,0,1,0,8,0,1
236,0,3,0,16.1231884057971,0,0,7.55,2,1,0,0,0,0,0,0,1,0,8,1,0
237,0,2,1,44.0,1,0,26.0,2,0,0,0,0,0,1,1,0,0,8,0,1
238,1,2,0,8.0,0,2,26.25,2,1,0,0,0,0,1,2,0,0,8,0,1
239,0,2,1,19.0,0,0,10.5,2,0,1,1,0,0,1,0,1,0,8,0,1
240,0,2,1,33.0,0,0,12.275,2,0,1,1,0,0,1,0,1,0,8,0,1
241,0,3,0,16.1231884057971,1,0,14.4542,0,1,0,0,0,0,0,1,0,0,8,0,1
242,1,3,0,16.1231884057971,1,0,15.5,1,1,0,0,0,0,0,1,0,0,8,1,1
243,0,2,1,29.0,0,0,10.5,2,0,1,1,0,0,1,0,1,0,8,1,1
244,0,3,1,22.0,0,0,7.125,2,0,1,1,0,0,1,0,1,0,8,0,0
245,0,3,1,30.0,0,0,7.225,0,0,1,1,0,0,1,0,1,0,8,0,0
246,0,1,1,44.0,2,0,90.0,1,0,0,0,0,1,1,2,0,0,2,0,1
247,0,3,0,25.0,0,0,7.775,2,0,1,0,1,0,1,0,1,0,8,1,0
248,1,2,0,24.0,0,2,14.5,2,0,1,0,1,0,1,2,0,0,8,0,1
249,1,1,1,37.0,1,1,52.5542,2,0,1,1,0,1,1,2,0,0,3,0,1
250,0,2,1,54.0,1,0,26.0,2,0,0,0,0,0,1,1,0,0,8,0,1
251,0,3,1,,0,0,7.25,2,0,0,0,0,0,0,0,1,0,8,1,0
252,0,3,0,29.0,1,1,10.4625,2,0,1,0,1,1,1,2,0,0,6,1,1
253,0,1,1,62.0,0,0,26.55,2,0,0,0,0,1,1,0,1,0,2,0,1
254,0,3,1,30.0,1,0,16.1,2,0,1,1,0,0,1,1,0,0,8,1,1
255,0,3,0,41.0,0,2,20.2125,2,0,0,0,0,0,1,2,0,0,8,1,1
256,1,3,0,29.0,0,2,15.2458,0,0,1,0,1,0,1,2,0,0,8,0,1
257,1,1,0,40.88235294117647,0,0,79.2,0,0,0,0,0,0,0,0,1,0,8,0,1
258,1,1,0,30.0,0,0,86.5,2,0,1,0,1,1,1,0,1,0,1,0,1
259,1,1,0,35.0,0,0,512.3292,0,0,1,0,1,0,1,0,1,0,8,0,2
260,1,2,0,50.0,0,1,26.0,2,0,0,0,0,0,1,1,0,0,8,0,1
261,0,3,1,,0,0,7.75,1,0,0,0,0,0,0,0,1,0,8,1,0
262,1,3,1,3.0,4,2,31.3875,2,1,0,0,0,0,1,6,0,1,8,1,1
263,0,1,1,52.0,1,1,79.65,2,0,0,0,0,1,1,2,0,0,4,0,1
264,0,1,1,40.0,0,0,0.0,2,0,1,1,0,1,1,0,1,0,1,0,0
265,0,3,0,16.1231884057971,0,0,7.75,1,1,0,0,0,0,0,0,1,0,8,1,0
266,0,2,1,36.0,0,0,10.5,2,0,1,1,0,0,1,0,1,0,8,0,1
267,0,3,1,16.0,4,1,39.6875,2,0,0,0,0,0,1,5,0,1,8,1,1
268,1,3,1,25.0,1,0,7.775,2,0,1,1,0,0,1,1,0,0,8,1,0
269,1,1,0,58.0,0,1,153.4625,2,0,0,0,0,1,1,1,0,0,2,0,2
270,1,1,0,35.0,0,0,135.6333,2,0,1,0,1,1,1,0,1,0,2,0,2
271,0,1,1,,0,0,31.0,2,0,0,0,0,0,0,0,1,0,8,0,1
272,1,3,1,25.0,0,0,0.0,2,0,1,1,0,0,1,0,1,0,8,1,0
273,1,2,0,41.0,0,1,19.5,2,0,0,0,0,0,1,1,0,0,8,0,1
274,0,1,1,37.0,0,1,29.7,0,0,1,1,0,1,1,1,0,0,2,0,1
275,1,3,0,16.1231884057971,0,0,7.75,1,1,0,0,0,0,0,0,1,0,8,1,0
276,1,1,0,63.0,1,0,77.9583,2,0,0,0,0,1,1,1,0,0,3,0,1
277,0,3,0,45.0,0,0,7.75,2,0,0,0,0,0,1,0,1,0,8,1,0
278,0,2,1,,0,0,0.0,2,0,0,0,0,0,0,0,1,0,8,0,0
279,0,3,1,7.0,4,1,29.125,1,1,0,0,0,0,1,5,0,1,8,1,1
280,1,3,0,35.0,1,1,20.25,2,0,1,0,1,0,1,2,0,0,8,0,1
281,0,3,1,65.0,0,0,7.75,1,0,0,0,0,0,1,0,1,0,8,1,0
282,0,3,1,28.0,0,0,7.8542,2,0,1,1,0,0,1,0,1,0,8,1,0
283,0,3,1,16.0,0,0,9.5,2,0,0,0,0,0,1,0,1,0,8,1,1
284,1,3,1,19.0,0,0,8.05,2,0,1,1,0,0,1,0,1,0,8,1,0
285,0,1,1,,0,0,26.0,2,0,0,0,0,1,0,0,1,0,0,0,1
286,0,3,1,33.0,0,0,8.6625,0,0,1,1,0,0,1,0,1,0,8,1,0
287,1,3,1,30.0,0,0,9.5,2,0,1,1,0,0,1,0,1,0,8,1,1
288,0,3,1,22.0,0,0,7.8958,2,0,1,1,0,0,1,0,1,0,8,1,0
289,1,2,1,42.0,0,0,13.0,2,0,0,0,0,0,1,0,1,0,8,0,1
290,1,3,0,22.0,0,0,7.75,1,0,1,0,1,0,1,0,1,0,8,1,0
291,1,1,0,26.0,0,0,78.85,2,0,1,0,1,0,1,0,1,0,8,0,1
292,1,1,0,19.0,1,0,91.0792,0,0,1,0,1,1,1,1,0,0,1,0,1
293,0,2,1,36.0,0,0,12.875,0,0,1,1,0,1,1,0,1,0,3,0,1
294,0,3,0,24.0,0,0,8.85,2,0,1,0,1,0,1,0,1,0,8,1,0
295,0,3,1,24.0,0,0,7.8958,2,0,1,1,0,0,1,0,1,0,8,1,0
296,0,1,1,,0,0,27.7208,0,0,0,0,0,0,0,0,1,0,8,0,1
297,0,3,1,23.5,0,0,7.2292,0,0,1,1,0,0,1,0,1,0,8,0,0
298,0,1,0,2.0,1,2,151.55,2,1,0,0,0,1,1,3,0,0,2,0,2
299,1,1,1,,0,0,30.5,2,0,0,0,0,1,0,0,1,0,2,0,1
300,1,1,0,50.0,0,1,247.5208,0,0,0,0,0,1,1,1,0,0,1,0,2
301,1,3,0,16.1231884057971,0,0,7.75,1,1,0,0,0,0,0,0,1,0,8,0,0
302,1,3,1,,2,0,23.25,1,0,0,0,0,0,0,2,0,0,8,1,1
303,0,3,1,19.0,0,0,0.0,2,0,1,1,0,0,1,0,1,0,8,1,0
304,1,2,0,,0,0,12.35,1,0,0,0,0,1,0,0,1,0,4,0,1
305,0,3,1,,0,0,8.05,2,0,0,0,0,0,0,0,1,0,8,1,0
306,1,1,1,0.92,1,2,151.55,2,1,0,0,0,1,1,3,0,0,2,0,2
307,1,1,0,30.0,0,0,110.8833,0,0,1,0,1,0,0,0,1,0,8,0,2
308,1,1,0,17.0,1,0,108.9,0,0,0,0,0,1,1,1,0,0,2,0,2
309,0,2,1,30.0,1,0,24.0,0,0,1,1,0,0,1,1,0,0,8,0,1
310,1,1,0,30.0,0,0,56.9292,0,0,1,0,1,1,1,0,1,0,4,0,1
311,1,1,0,24.0,0,0,83.1583,0,0,1,0,1,1,1,0,1,0,2,0,1
312,1,1,0,18.0,2,2,262.375,0,0,1,0,1,1,1,4,0,0,1,0,2
313,0,2,0,26.0,1,1,26.0,2,0,1,0,1,0,1,2,0,0,8,0,1
314,0,3,1,28.0,0,0,7.8958,2,0,1,1,0,0,1,0,1,0,8,1,0
315,0,2,1,43.0,1,1,26.25,2,0,0,0,0,0,1,2,0,0,8,0,1
316,1,3,0,26.0,0,0,7.8542,2,0,1,0,1,0,1,0,1,0,8,1,0
317,1,2,0,24.0,1,0,26.0,2,0,1,0,1,0,1,1,0,0,8,0,1
318,0,2,1,54.0,0,0,14.0,2,0,0,0,0,0,1,0,1,0,8,0,1
319,1,1,0,31.0,0,2,164.8667,2,0,1,0,1,1,1,2,0,0,2,1,2
320,1,1,0,40.0,1,1,134.5,0,0,1,0,1,1,1,2,0,0,4,0,2
321,0,3,1,22.0,0,0,7.25,2,0,1,1,0,0,1,0,1,0,8,1,0
322,0,3,1,27.0,0,0,7.8958,2,0,1,1,0,0,1,0,1,0,8,1,0
323,1,2,0,30.0,0,0,12.35,1,0,1,0,1,0,1,0,1,0,8,0,1
324,1,2,0,22.0,1,1,29.0,2,0,1,0,1,0,1,2,0,0,8,0,1
325,0,3,1,,8,2,69.55,2,0,0,0,0,0,0,10,0,1,8,0,1
326,1,1,0,36.0,0,0,135.6333,0,0,1,0,1,1,1,0,1,0,2,0,2
327,0,3,1,61.0,0,0,6.2375,2,0,0,0,0,0,1,0,1,0,8,1,0
328,1,2,0,36.0,0,0,13.0,2,0,1,0,1,1,1,0,1,0,3,0,1
329,1,3,0,31.0,1,1,20.525,2,0,1,0,1,0,1,2,0,0,8,1,1
330,1,1,0,16.0,0,1,57.9792,0,0,0,0,0,1,1,1,0,0,1,0,1
331,1,3,0,16.1231884057971,2,0,23.25,1,1,0,0,0,0,0,2,0,0,8,1,1
332,0,1,1,45.5,0,0,28.5,2,0,0,0,0,1,1,0,1,0,2,0,1
333,0,1,1,38.0,0,1,153.4625,2,0,1,1,0,1,1,1,0,0,2,0,2
334,0,3,1,16.0,2,0,18.0,2,0,0,0,0,0,1,2,0,0,8,1,1
335,1,1,0,40.88235294117647,1,0,133.65,2,0,0,0,0,0,0,1,0,0,8,0,2
336,0,3,1,,0,0,7.8958,2,0,0,0,0,0,0,0,1,0,8,1,0
337,0,1,1,29.0,1,0,66.6,2,0,1,1,0,1,1,1,0,0,2,0,1
338,1,1,0,41.0,0,0,134.5,0,0,0,0,0,1,1,0,1,0,4,0,2
339,1,3,1,45.0,0,0,8.05,2,0,0,0,0,0,1,0,1,0,8,1,0
340,0,1,1,45.0,0,0,35.5,2,0,0,0,0,1,1,0,1,0,7,0,1
341,1,2,1,2.0,1,1,26.0,2,1,0,0,0,1,1,2,0,0,5,0,1
342,1,1,0,24.0,3,2,263.0,2,0,1,0,1,1,1,5,0,1,2,0,2
343,0,2,1,28.0,0,0,13.0,2,0,1,1,0,0,1,0,1,0,8,0,1
344,0,2,1,25.0,0,0,13.0,2,0,1,1,0,0,1,0,1,0,8,0,1
345,0,2,1,36.0,0,0,13.0,2,0,1,1,0,0,1,0,1,0,8,0,1
346,1,2,0,24.0,0,0,13.0,2,0,1,0,1,1,1,0,1,0,5,0,1
347,1,2,0,40.0,0,0,13.0,2,0,1,0,1,0,1,0,1,0,8,1,1
348,1,3,0,33.515151515151516,1,0,16.1,2,0,1,0,1,0,0,1,0,0,8,1,1
349,1,3,1,3.0,1,1,15.9,2,1,0,0,0,0,1,2,0,0,8,0,1
350,0,3,1,42.0,0,0,8.6625,2,0,0,0,0,0,1,0,1,0,8,1,0
351,0,3,1,23.0,0,0,9.225,2,0,1,1,0,0,1,0,1,0,8,1,1
352,0,1,1,,0,0,35.0,2,0,0,0,0,1,0,0,1,0,2,0,1
353,0,3,1,15.0,1,1,7.2292,0,0,0,0,0,0,1,2,0,0,8,0,0
354,0,3,1,25.0,1,0,17.8,2,0,1,1,0,0,1,1,0,0,8,1,1
355,0,3,1,,0,0,7.225,0,0,0,0,0,0,0,0,1,0,8,0,0
356,0,3,1,28.0,0,0,9.5,2,0,1,1,0,0,1,0,1,0,8,1,1
357,1,1,0,22.0,0,1,55.0,2,0,1,0,1,1,1,1,0,0,4,0,1
358,0,2,0,38.0,0,0,13.0,2,0,1,0,1,0,1,0,1,0,8,0,1
359,1,3,0,16.1231884057971,0,0,7.8792,1,1,0,0,0,0,0,0,1,0,8,1,0
360,1,3,0,16.1231884057971,0,0,7.8792,1,1,0,0,0,0,0,0,1,0,8,1,0
361,0,3,1,40.0,1,4,27.9,2,0,1,1,0,0,1,5,0,1,8,1,1
362,0,2,1,29.0,1,0,27.7208,0,0,1,1,0,0,1,1,0,0,8,0,1
363,0,3,0,45.0,0,1,14.4542,0,0,0,0,0,0,1,1,0,0,8,0,1
364,0,3,1,35.0,0,0,7.05,2,0,1,1,0,0,1,0,1,0,8,0,0
365,0,3,1,,1,0,15.5,1,0,0,0,0,0,0,1,0,0,8,1,1
366,0,3,1,30.0,0,0,7.25,2,0,1,1,0,0,1,0,1,0,8,0,0
367,1,1,0,60.0,1,0,75.25,0,0,0,0,0,1,1,1,0,0,3,0,1
368,1,3,0,33.515151515151516,0,0,7.2292,0,0,1,0,1,0,0,0,1,0,8,0,0
369,1,3,0,16.1231884057971,0,0,7.75,1,1,0,0,0,0,0,0,1,0,8,0,0
370,1,1,0,24.0,0,0,69.3,0,0,1,0,1,1,1,0,1,0,1,0,1
371,1,1,1,25.0,1,0,55.4417,0,0,1,1,0,1,1,1,0,0,4,0,1
372,0,3,1,18.0,1,0,6.4958,2,0,1,1,0,0,1,1,0,0,8,1,0
373,0,3,1,19.0,0,0,8.05,2,0,1,1,0,0,1,0,1,0,8,1,0
374,0,1,1,22.0,0,0,135.6333,0,0,1,1,0,0,1,0,1,0,8,0,2
375,0,3,0,3.0,3,1,21.075,2,1,0,0,0,0,1,4,0,1,8,1,1
376,1,1,0,40.88235294117647,1,0,82.1708,0,0,0,0,0,0,0,1,0,0,8,0,1
377,1,3,0,22.0,0,0,7.25,2,0,1,0,1,0,1,0,1,0,8,0,0
378,0,1,1,27.0,0,2,211.5,0,0,1,1,0,1,1,2,0,0,2,0,2
379,0,3,1,20.0,0,0,4.0125,0,0,1,1,0,0,1,0,1,0,8,0,0
380,0,3,1,19.0,0,0,7.775,2,0,1,1,0,0,1,0,1,0,8,1,0
381,1,1,0,42.0,0,0,227.525,0,0,0,0,0,0,1,0,1,0,8,0,2
382,1,3,0,1.0,0,2,15.7417,0,1,0,0,0,0,1,2,0,0,8,0,1
383,0,3,1,32.0,0,0,7.925,2,0,1,1,0,0,1,0,1,0,8,0,0
384,1,1,0,35.0,1,0,52.0,2,0,1,0,1,0,1,1,0,0,8,0,1
385,0,3,1,,0,0,7.8958,2,0,0,0,0,0,0,0,1,0,8,1,0
386,0,2,1,18.0,0,0,73.5,2,0,1,1,0,0,1,0,1,0,8,0,1
387,0,3,1,1.0,5,2,46.9,2,1,0,0,0,0,1,7,0,1,8,0,1
388,1,2,0,36.0,0,0,13.0,2,0,1,0,1,0,1,0,1,0,8,0,1
389,0,3,1,,0,0,7.7292,1,0,0,0,0,0,0,0,1,0,8,1,0
390,1,2,0,17.0,0,0,12.0,0,0,0,0,0,0,1,0,1,0,8,0,1
391,1,1,1,36.0,1,2,120.0,2,0,1,1,0,1,1,3,0,0,1,0,2
392,1,3,1,21.0,0,0,7.7958,2,0,1,1,0,0,1,0,1,0,8,1,0
393,0,3,1,28.0,2,0,7.925,2,0,1,1,0,0,1,2,0,0,8,1,0
394,1,1,0,23.0,1,0,113.275,0,0,1,0,1,1,1,1,0,0,3,1,2
395,1,3,0,24.0,0,2,16.7,2,0,1,0,1,1,1,2,0,0,6,0,1
396,0,3,1,22.0,0,0,7.7958,2,0,1,1,0,0,1,0,1,0,8,1,0
397,0,3,0,31.0,0,0,7.8542,2,0,1,0,1,0,1,0,1,0,8,1,0
398,0,2,1,46.0,0,0,26.0,2,0,0,0,0,0,1,0,1,0,8,0,1
399,0,2,1,23.0,0,0,10.5,2,0,1,1,0,0,1,0,1,0,8,0,1
400,1,2,0,28.0,0,0,12.65,2,0,1,0,1,0,1,0,1,0,8,0,1
401,1,3,1,39.0,0,0,7.925,2,0,1,1,0,0,1,0,1,0,8,0,0
402,0,3,1,26.0,0,0,8.05,2,0,1,1,0,0,1,0,1,0,8,1,0
403,0,3,0,21.0,1,0,9.825,2,0,1,0,1,0,1,1,0,0,8,1,1
404,0,3,1,28.0,1,0,15.85,2,0,1,1,0,0,1,1,0,0,8,0,1
405,0,3,0,20.0,0,0,8.6625,2,0,1,0,1,0,1,0,1,0,8,1,0
406,0,2,1,34.0,1,0,21.0,2,0,1,1,0,0,1,1,0,0,8,0,1
407,0,3,1,51.0,0,0,7.75,2,0,0,0,0,0,1,0,1,0,8,1,0
408,1,2,1,3.0,1,1,18.75,2,1,0,0,0,0,1,2,0,0,8,0,1
409,0,3,1,21.0,0,0,7.775,2,0,1,1,0,0,1,0,1,0,8,1,0
410,0,3,0,16.1231884057971,3,1,25.4667,2,1,0,0,0,0,0,4,0,1,8,1,1
411,0,3,1,,0,0,7.8958,2,0,0,0,0,0,0,0,1,0,8,1,0
412,0,3,1,,0,0,6.8583,1,0,0,0,0,0,0,0,1,0,8,1,0
413,1,1,0,33.0,1,0,90.0,1,0,1,0,1,1,1,1,0,0,2,0,1
414,0,2,1,,0,0,0.0,2,0,0,0,0,0,0,0,1,0,8,0,0
415,1,3,1,44.0,0,0,7.925,2,0,0,0,0,0,1,0,1,0,8,0,0
416,0,3,0,33.515151515151516,0,0,8.05,2,0,1,0,1,0,0,0,1,0,8,1,0
417,1,2,0,34.0,1,1,32.5,2,0,1,0,1,0,1,2,0,0,8,0,1
418,1,2,0,18.0,0,2,13.0,2,0,1,0,1,0,1,2,0,0,8,0,1
419,0,2,1,30.0,0,0,13.0,2,0,1,1,0,0,1,0,1,0,8,0,1
420,0,3,0,10.0,0,2,24.15,2,0,0,0,0,0,1,2,0,0,8,1,1
421,0,3,1,,0,0,7.8958,0,0,0,0,0,0,0,0,1,0,8,1,0
422,0,3,1,21.0,0,0,7.7333,1,0,1,1,0,0,1,0,1,0,8,1,0
423,0,3,1,29.0,0,0,7.875,2,0,1,1,0,0,1,0,1,0,8,1,0
424,0,3,0,28.0,1,1,14.4,2,0,1,0,1,0,1,2,0,0,8,1,1
425,0,3,1,18.0,1,1,20.2125,2,0,1,1,0,0,1,2,0,0,8,1,1
426,0,3,1,,0,0,7.25,2,0,0,0,0,0,0,0,1,0,8,1,0
427,1,2,0,28.0,1,0,26.0,2,0,1,0,1,0,1,1,0,0,8,0,1
428,1,2,0,19.0,0,0,26.0,2,0,1,0,1,0,1,0,1,0,8,0,1
429,0,3,1,,0,0,7.75,1,0,0,0,0,0,0,0,1,0,8,1,0
430,1,3,1,32.0,0,0,8.05,2,0,1,1,0,1,1,0,1,0,4,0,0
431,1,1,1,28.0,0,0,26.55,2,0,1,1,0,1,1,0,1,0,2,0,1
432,1,3,0,33.515151515151516,1,0,16.1,2,0,1,0,1,0,0,1,0,0,8,1,1
433,1,2,0,42.0,1,0,26.0,2,0,0,0,0,0,1,1,0,0,8,0,1
434,0,3,1,17.0,0,0,7.125,2,0,0,0,0,0,1,0,1,0,8,0,0
435,0,1,1,50.0,1,0,55.9,2,0,0,0,0,1,1,1,0,0,4,0,1
436,1,1,0,14.0,1,2,120.0,2,0,0,0,0,1,1,3,0,0,1,0,2
437,0,3,0,21.0,2,2,34.375,2,0,1,0,1,0,1,4,0,0,8,1,1
438,1,2,0,24.0,2,3,18.75,2,0,1,0,1,0,1,5,0,0,8,0,1
439,0,1,1,64.0,1,4,263.0,2,0,0,0,0,1,1,5,0,1,2,0,2
440,0,2,1,31.0,0,0,10.5,2,0,1,1,0,0,1,0,1,0,8,0,1
441,1,2,0,45.0,1,1,26.25,2,0,0,0,0,0,1,2,0,0,8,0,1
